"DateTime","city","country","shape"
2014-02-27,"shelby","us","other"
2006-10-30,"shelby township",NA,"other"
2009-04-14,"shelly","us","other"
2005-10-11,"shenyang (china)",NA,"other"
1999-10-19,"shepard afb/wichita falls",NA,"other"
2000-03-07,"shepparton (vic&#44 australia)","au","other"
2001-02-24,"sheridan (10 miles south of&#44 at the sheridan pipeline)","us","other"
1999-11-23,"sherman oaks","us","other"
1999-12-16,"sherman oaks","us","other"
2010-08-30,"sherman oaks","us","other"
2000-09-21,"sherman oaks","us","other"
2004-08-24,"sherman oaks (los angeles)","us","other"
2005-11-03,"sherwood","us","other"
1999-04-26,"sherwood","us","other"
2000-01-07,"sherwood","us","other"
2013-10-03,"sherwood/north little rock",NA,"other"
2013-05-15,"shiocton","us","other"
2007-02-01,"shippensburg","us","other"
2012-09-24,"shiprock","us","other"
2006-10-30,"shobonier","us","other"
2014-01-24,"shoreline","us","other"
2002-04-25,"shoreline","us","other"
2008-07-05,"shoreline","us","other"
2006-10-30,"shoreline","us","other"
1999-01-28,"shoreline (views from)","us","other"
2013-07-03,"shorewood","us","other"
2004-09-29,"show low","us","other"
2003-07-16,"show low (rural)","us","other"
2010-04-13,"shreveport","us","other"
2014-05-08,"shreveport","us","other"
1999-06-23,"shrewsbury","us","other"
2005-06-20,"sibley","us","other"
2012-05-29,"sicklerville","us","other"
2013-05-15,"sidney","us","other"
2009-04-14,"sidney","us","other"
2011-12-12,"sierra vista","us","other"
1999-02-16,"sierra/plumas counties (between&#44 while camping)",NA,"other"
2012-12-20,"siloam springs","us","other"
2008-07-05,"silver city","us","other"
2012-11-19,"silver lake","us","other"
2011-01-05,"silver spring","us","other"
2000-03-07,"silver spring","us","other"
2002-07-26,"silvertown (american name)",NA,"other"
2011-10-10,"simi valley","us","other"
1999-04-02,"simi valley","us","other"
2008-03-04,"simpsonville","us","other"
2013-02-18,"simpsonville","us","other"
2004-10-27,"simsbury","us","other"
2011-05-02,"singapore",NA,"other"
2003-03-04,"singapore",NA,"other"
2006-07-16,"singapore",NA,"other"
1998-11-01,"singapore",NA,"other"
2013-06-02,"sioux city","us","other"
2010-11-21,"sioux city","us","other"
2013-08-30,"sioux city (ia)/sioux falls (sd) (between; on i 29)","us","other"
1999-01-28,"sioux falls","us","other"
2012-05-13,"sioux falls","us","other"
2008-06-12,"sioux falls","us","other"
2003-08-28,"sirhind-ambala (india)",NA,"other"
2005-09-02,"sisters (near)","us","other"
2003-11-26,"sky city",NA,"other"
2009-01-10,"skykomish","us","other"
2013-02-28,"smarr","us","other"
2003-10-15,"smithers (canada)","ca","other"
2013-03-03,"smithfield","us","other"
2014-03-18,"smithsburg","us","other"
2001-04-28,"smithsburg","us","other"
2006-05-15,"smithshire","us","other"
2000-12-02,"smithton","us","other"
2013-02-04,"smithville","us","other"
2010-11-21,"smokey point","us","other"
2008-03-04,"smyrna","us","other"
2004-04-27,"smyrna","us","other"
2007-10-08,"sneads ferry","us","other"
2001-10-12,"snellville","us","other"
2000-12-02,"snohomish","us","other"
1999-11-17,"snohomish","us","other"
2013-07-05,"snohomish","us","other"
2006-10-30,"snohomish","us","other"
2011-07-17,"snoqualmie","us","other"
2005-09-02,"snowmass village","us","other"
2001-08-05,"socorro","us","other"
1999-08-30,"socorro","us","other"
2002-09-28,"sofia (bulgaria)",NA,"other"
2004-01-22,"soho observatory",NA,"other"
2001-02-18,"solomon","us","other"
2003-11-11,"solon","us","other"
2011-02-18,"solon","us","other"
2010-04-13,"somers","us","other"
2013-07-22,"somers","us","other"
2000-04-01,"somerset","us","other"
2013-08-30,"somerset","us","other"
2005-01-11,"somerville","us","other"
2005-05-11,"somerville","us","other"
2005-05-11,"somerville","us","other"
2003-11-26,"somerville","us","other"
2004-09-01,"somerville","us","other"
2003-10-07,"sonoma","us","other"
2008-06-12,"sonora","us","other"
2005-06-20,"sonora","us","other"
2005-09-02,"sonora","us","other"
2002-08-16,"sonora","us","other"
2011-08-07,"soquel","us","other"
2001-08-20,"sotira",NA,"other"
2007-02-01,"sounth atlantic/caribbean (at sea)",NA,"other"
2003-11-26,"south bend","us","other"
2003-08-04,"south bend","us","other"
2001-10-12,"south bend","us","other"
1999-09-12,"south china","us","other"
2007-10-08,"south coffyvile",NA,"other"
2000-12-02,"south county",NA,"other"
2009-08-05,"south dennis","us","other"
2004-06-04,"south el monte","us","other"
2006-10-30,"south gate","us","other"
2010-02-14,"south kingstown",NA,"other"
2007-08-07,"south kingstown",NA,"other"
2012-07-04,"south ogden","us","other"
2002-10-28,"south pasadena","us","other"
1998-11-21,"south prairie","us","other"
2004-06-18,"south royalton","us","other"
2012-10-30,"south san diego","us","other"
1999-11-17,"south shields (uk/england)","gb","other"
2010-07-28,"south surrey (canada)",NA,"other"
2006-03-11,"south whitley","us","other"
2012-12-20,"southbridge","us","other"
2012-01-12,"southbury","us","other"
2008-08-12,"southbury","us","other"
2013-11-11,"southbury","us","other"
2002-11-16,"southfield","us","other"
2012-06-20,"southfield","us","other"
2011-05-12,"southlake","us","other"
1999-01-28,"southside (gadsden)","us","other"
2008-10-31,"spain",NA,"other"
1999-06-23,"spanaway","us","other"
2008-10-31,"spanaway","us","other"
2012-12-20,"spanish lake","us","other"
2004-08-24,"sparks","us","other"
2003-11-26,"spartanburg","us","other"
2011-12-12,"spartanburg","us","other"
2010-07-10,"speedwell","us","other"
2013-07-14,"spilsby (uk/england)","gb","other"
2007-08-07,"split",NA,"other"
2009-06-09,"spokane","us","other"
2009-06-09,"spokane","us","other"
2004-06-18,"spokane","us","other"
1999-10-02,"spokane","us","other"
2007-11-28,"spokane","us","other"
2012-10-30,"spokane","us","other"
2009-12-12,"spokane (near)","us","other"
2007-11-28,"spokane valley","us","other"
2005-04-16,"spotsylvania","us","other"
1999-11-23,"sprague/ritzville (between&#44 i-90)",NA,"other"
2009-01-10,"spring","us","other"
2012-10-30,"spring city","us","other"
2001-08-05,"spring grove","us","other"
2010-11-21,"spring hill","us","other"
2012-10-30,"spring hill","us","other"
2005-11-03,"spring lake","us","other"
2007-08-07,"spring valley","us","other"
2010-04-13,"springboro","us","other"
2009-08-05,"springdale","us","other"
2009-01-10,"springfield","us","other"
2002-12-23,"springfield","us","other"
2014-03-27,"springfield","us","other"
2007-06-12,"springfield","us","other"
2002-06-12,"springfield","us","other"
2005-07-05,"springfield","us","other"
2000-07-23,"springfield","us","other"
2013-07-05,"springfield","us","other"
2003-09-09,"springfield","us","other"
2009-12-12,"springfield","us","other"
2004-12-03,"st marie",NA,"other"
2003-11-26,"st. albans","us","other"
2003-04-22,"st. albans (uk/england)","gb","other"
2003-05-27,"st. albert (canada)","ca","other"
2001-04-01,"st. andrews (canada)","ca","other"
2013-11-11,"st. augustine","us","other"
2008-06-12,"st. augustine","us","other"
2007-10-08,"st. augustine","us","other"
2010-11-21,"st. catharines (canada)","ca","other"
2009-08-05,"st. catharines (canada)","ca","other"
2013-11-20,"st. charles","us","other"
2010-11-21,"st. charles","us","other"
2009-03-19,"st. charles","us","other"
1999-04-26,"st. charles","us","other"
2004-08-11,"st. charles","us","other"
2014-03-18,"st. cloud","us","other"
2012-12-20,"st. cloud","us","other"
2009-01-10,"st. cloud","us","other"
2002-12-23,"st. cloud (south of)","us","other"
2008-02-14,"st. george","us","other"
2007-08-07,"st. george","us","other"
2013-06-02,"st. george (canada)","ca","other"
1999-11-30,"st. johns","us","other"
2001-10-12,"st. johnsville","us","other"
2003-11-08,"st. joseph","us","other"
2005-11-03,"st. louis","us","other"
2003-03-21,"st. louis","us","other"
2011-01-05,"st. louis","us","other"
2003-03-21,"st. louis","us","other"
2000-06-21,"st. louis","us","other"
1999-01-28,"st. louis","us","other"
2005-04-16,"st. louis (chesterfield valley)","us","other"
2003-10-31,"st. louis (outside of)","us","other"
2006-02-14,"st. louis park","us","other"
2000-03-16,"st. paul","us","other"
2013-07-03,"st. paul","us","other"
2000-07-11,"st. paul","us","other"
2007-10-08,"st. peters","us","other"
2011-12-17,"st. petersburg","us","other"
2014-02-07,"st. petersburg","us","other"
2011-05-12,"st. petersburg","us","other"
1998-06-02,"st. petersburg","us","other"
2011-12-12,"st. petersburg causeway",NA,"other"
2009-05-12,"st. robert","us","other"
2010-06-23,"st. simons island","us","other"
2001-10-12,"st.johns",NA,"other"
2003-07-23,"st.thomas (canada)",NA,"other"
2011-12-12,"stafford","us","other"
1999-01-28,"stafford","us","other"
2007-11-28,"stafford","us","other"
2007-10-08,"stafford","us","other"
2003-12-19,"stainforth (uk/england)",NA,"other"
2002-07-26,"stampede lake",NA,"other"
2008-06-12,"stanwood","us","other"
2002-06-12,"stanwood","us","other"
2009-12-12,"stanwood","us","other"
2009-01-10,"stara zagora (bulgaria)",NA,"other"
2012-10-30,"starksboro","us","other"
2005-05-24,"starr","us","other"
2004-08-11,"state college","us","other"
2012-07-04,"state college","us","other"
2000-04-01,"state college","us","other"
2011-10-10,"staten island",NA,"other"
2013-07-22,"staten island",NA,"other"
2011-08-21,"staten island",NA,"other"
2010-11-21,"staunton","us","other"
2009-08-05,"stavanger (norway)",NA,"other"
2003-04-27,"steilacoom","us","other"
2004-05-04,"stellarton (canada)","ca","other"
2000-12-02,"sterling heights","us","other"
2010-02-14,"stevens",NA,"other"
2005-05-11,"stevens pass",NA,"other"
2013-07-03,"stevens point","us","other"
1999-11-02,"stevensville","us","other"
1999-11-02,"stevensville","us","other"
2000-02-23,"stevinson (area; merced county)","us","other"
2012-08-19,"stillwater","us","other"
2001-02-18,"stirling (uk/scotland)","gb","other"
2001-08-20,"stirling (uk/scotland)","gb","other"
2005-07-05,"stockbridge","us","other"
1999-05-24,"stockton","us","other"
2005-09-02,"stoddard valley",NA,"other"
2006-02-14,"stone ridge","us","other"
2004-03-17,"stoner (canada)",NA,"other"
2007-11-28,"stoney creek metropark ?",NA,"other"
2008-02-14,"stonington","us","other"
2001-10-12,"stoughton","us","other"
2005-06-20,"stover","us","other"
2005-09-02,"stover","us","other"
2011-03-23,"stow area (over rte. 495)",NA,"other"
2005-11-03,"stranraer (uk/scotland)","gb","other"
2011-10-10,"stratford","us","other"
2004-04-09,"strongsville","us","other"
2008-10-31,"stroudsburg","us","other"
2006-10-30,"sts atlantis (in earth orbit)",NA,"other"
2007-02-24,"sturgeon bay","us","other"
2005-04-16,"suceava (romania)",NA,"other"
2007-02-01,"sugar grove","us","other"
2011-10-10,"sugar hill","us","other"
2003-06-18,"sugar land","us","other"
2007-02-24,"sultan","us","other"
2009-08-05,"sultanpur (india)",NA,"other"
2010-07-06,"summer lake","us","other"
2011-12-17,"summerville","us","other"
2008-07-05,"summerville","us","other"
2003-04-22,"summit point","us","other"
2005-01-19,"sumner","us","other"
2005-02-24,"sumner","us","other"
2011-08-21,"sumrall","us","other"
2004-06-04,"sun prairie","us","other"
2012-06-05,"sun valley","us","other"
2011-07-17,"sun valley","us","other"
2013-02-04,"sundra/delmas (south africa)",NA,"other"
2006-07-16,"sunflower","us","other"
2002-03-19,"sunnyside","us","other"
2008-10-31,"sunnyvale","us","other"
2003-07-23,"sunnyvale","us","other"
1998-11-01,"sunnyvale","us","other"
2001-02-18,"sunnyvale","us","other"
2011-08-07,"sunnyvale","us","other"
2010-11-21,"sunol","us","other"
2014-03-18,"sunrise","us","other"
2014-03-18,"sunrise","us","other"
2012-10-30,"sunset beach","us","other"
2012-05-29,"superior","us","other"
2004-06-04,"suprise",NA,"other"
2008-08-12,"surf city","us","other"
2009-04-14,"surfside beach","us","other"
2009-06-09,"surfside beach","us","other"
2007-11-28,"surprise","us","other"
2005-11-03,"surprise","us","other"
2014-02-21,"surprise","us","other"
2010-07-19,"surprise","us","other"
2003-09-04,"surprise","us","other"
2004-02-12,"surrey (canada)","ca","other"
2012-05-13,"surrey (canada)","ca","other"
2000-12-02,"surrey (canada)","ca","other"
2000-12-02,"surrey (canada)","ca","other"
2011-12-12,"surrey (canada)","ca","other"
2002-09-19,"surrey (canada)","ca","other"
2009-01-10,"surry co.",NA,"other"
2005-09-02,"susanville","us","other"
2005-09-02,"susitna lodge (10 mi. e of&#44 denali hwy.)",NA,"other"
2010-11-21,"sussex","us","other"
1999-01-28,"sussex city",NA,"other"
2003-11-26,"sutherland","us","other"
2013-07-03,"sutton coldfield (uk/england)","gb","other"
2009-03-19,"swanage (uk/england)","gb","other"
2001-08-05,"swannanoa","us","other"
2011-10-10,"swansea (uk/wales)","gb","other"
2006-05-15,"swansea (uk/wales)","gb","other"
2009-03-19,"swanton","us","other"
2004-10-27,"swedesboro","us","other"
2009-12-12,"sweet home","us","other"
2005-10-11,"switzerland",NA,"other"
2014-01-10,"sydney (australia)","au","other"
2009-01-10,"sydney (australia)","au","other"
2007-08-07,"sydney (australia)","au","other"
2001-04-28,"sydney (nsw&#44 australia)","au","other"
2008-10-31,"sydney&#44 nsw (australia)",NA,"other"
1999-01-28,"sylmar","us","other"
2006-03-11,"synder",NA,"other"
2012-03-13,"syracuse","us","other"
2013-08-30,"syracuse","us","other"
2002-12-23,"syracuse","us","other"
2014-01-16,"szczecinek (poland)",NA,"other"
2006-10-30,"szekesfehervar (hungary)",NA,"other"
2009-03-19,"taber (canada)","ca","other"
2000-12-02,"tacoma","us","other"
2004-01-17,"tacoma","us","other"
2009-01-10,"tacoma","us","other"
2011-01-05,"tacoma","us","other"
2001-08-05,"tacoma","us","other"
2000-05-03,"tacoma","us","other"
2000-07-11,"tacoma","us","other"
2010-11-21,"tacoma","us","other"
2002-10-15,"tacoma","us","other"
2006-02-14,"tacoma","us","other"
2007-08-14,"tacoma","us","other"
1999-07-14,"tacoma","us","other"
2012-10-30,"tacoma","us","other"
2014-01-10,"tacoma (port of)","us","other"
2004-07-25,"tahoe city","us","other"
2000-07-23,"talladega","us","other"
2001-12-05,"tallahassee","us","other"
2003-09-12,"tallahassee","us","other"
2006-05-15,"tallinn (estonia)",NA,"other"
2011-01-05,"tamiami trail",NA,"other"
2001-08-20,"tampa","us","other"
2006-12-07,"tampa","us","other"
2004-12-14,"tampa","us","other"
1999-01-28,"tampa","us","other"
2001-04-28,"tampa","us","other"
2003-06-10,"tampa","us","other"
2010-08-24,"tampa","us","other"
1999-09-12,"tampa","us","other"
2001-10-12,"tampa/nashville (to) (flight from)",NA,"other"
2012-05-13,"tan hill&#44 whiltshire (uk/england)",NA,"other"
2010-02-14,"taneytown","us","other"
2010-02-14,"taneytown","us","other"
2012-03-13,"taos","us","other"
2006-07-16,"tarlac city (philippines)",NA,"other"
2012-11-19,"tarpon springs","us","other"
2003-07-16,"tasmania (australia)",NA,"other"
2010-02-14,"tatum","us","other"
2003-07-16,"taunton","us","other"
2002-06-12,"taunton","us","other"
2001-04-28,"tauton (uk/england)",NA,"other"
1998-11-19,"tavares","us","other"
2009-12-12,"taylors","us","other"
2012-09-24,"taylors","us","other"
2013-09-30,"taylors","us","other"
2005-05-24,"tecumseh","us","other"
2004-11-09,"tecumseh (canada)","ca","other"
2002-07-26,"tehachapi","us","other"
2009-08-05,"tehran (iran)",NA,"other"
2007-10-08,"tehran (mazandaran province) (iran)",NA,"other"
2006-07-16,"telford","us","other"
2003-10-31,"telkwa (canada)",NA,"other"
2001-08-05,"temechula",NA,"other"
2010-11-21,"tempe","us","other"
2003-11-26,"tempe","us","other"
2002-03-19,"tempe","us","other"
2007-04-27,"tempe","us","other"
2001-10-12,"tempe","us","other"
2007-11-28,"tempe","us","other"
2005-09-02,"tempesque bridge (west of palma approach to) (costa rica)",NA,"other"
2011-01-05,"temple","us","other"
2011-01-05,"temple","us","other"
2008-08-12,"temple","us","other"
2007-11-28,"tensed (near)","us","other"
2003-05-27,"terrace (canada)","ca","other"
2002-09-19,"terre haute","us","other"
2002-09-19,"terre haute","us","other"
2000-02-23,"terrytown","us","other"
2005-10-11,"teton national park",NA,"other"
2005-05-24,"texarkana","us","other"
2008-08-12,"texarkana","us","other"
2007-08-14,"texarkana","us","other"
2005-09-02,"texas (location unspecified)",NA,"other"
2007-04-27,"texas (over; in flight)",NA,"other"
2009-08-27,"texas city","us","other"
1999-07-14,"texas highway 54 heading into nm - after crossing i-10",NA,"other"
1999-01-28,"texico","us","other"
2013-05-15,"thane (india)",NA,"other"
2013-02-04,"the dalles","us","other"
2007-06-12,"the pas (canada)","ca","other"
1999-06-23,"theodore roosevelt national park exit 32 on i-94 north dakot",NA,"other"
2005-10-20,"theodosia","us","other"
1999-06-23,"thessaloniki (greece)",NA,"other"
2005-01-27,"thetford",NA,"other"
2014-03-18,"thetford center","us","other"
2003-11-26,"thibodaux","us","other"
2012-07-04,"thief river falls","us","other"
2009-01-10,"thomasville","us","other"
2008-02-14,"thomasville","us","other"
2014-04-24,"thompson",NA,"other"
2013-11-20,"thompson (canada)","ca","other"
2009-12-12,"thonotosassa","us","other"
2002-01-29,"thornhill (canada)","ca","other"
2011-12-12,"thousand oaks","us","other"
2012-01-12,"thousand palms","us","other"
2004-12-03,"three rivers","us","other"
2006-10-30,"three rivers","us","other"
2011-10-10,"thunder bay (canada)","ca","other"
2005-09-02,"thunder bay (canada)","ca","other"
2001-08-05,"thunder bay (canada)","ca","other"
2001-08-05,"tichborne (canada)","ca","other"
2005-09-02,"tigard","us","other"
2004-02-12,"tijuana b.c. (mexico)",NA,"other"
2001-08-05,"timbo (nearest)","us","other"
2011-08-21,"timmins (canada)","ca","other"
2003-12-09,"timmonsville","us","other"
2003-03-11,"tinley park","us","other"
2004-12-14,"tinley park","us","other"
2004-11-02,"tinley park","us","other"
2009-12-12,"tinley park","us","other"
2006-07-16,"tinley park","us","other"
2008-06-12,"toccoa","us","other"
2000-12-02,"todmorden (uk/england)","gb","other"
2009-01-10,"tok (30 miles nw of)","us","other"
2008-08-12,"tokyo (japan)",NA,"other"
2000-12-02,"tolbert (netherlands)",NA,"other"
2001-02-24,"toledo","us","other"
2009-05-12,"toledo","us","other"
2010-07-19,"toledo","us","other"
2003-04-22,"toledo","us","other"
1999-01-28,"toledo/maumee",NA,"other"
2014-03-18,"toluca lake",NA,"other"
2002-05-14,"toma to madison (interstate 90-94)",NA,"other"
1999-08-10,"tomah","us","other"
2007-08-07,"tomball","us","other"
2003-08-01,"tomball","us","other"
2004-12-14,"tombstone to saguaro nat park",NA,"other"
2000-05-11,"tomonium",NA,"other"
1999-12-16,"toms river","us","other"
2002-01-11,"tonasket","us","other"
2003-10-15,"tonawanda","us","other"
2012-01-24,"tonawanda","us","other"
2012-11-19,"tooele","us","other"
2011-02-18,"tooele","us","other"
2012-05-13,"topeka","us","other"
2007-10-08,"topeka","us","other"
2010-08-24,"topsfield","us","other"
2013-10-14,"toronto (canada)","ca","other"
2007-02-01,"toronto (canada)","ca","other"
2004-02-12,"toronto (canada)","ca","other"
2008-03-04,"toronto (canada)","ca","other"
2004-02-12,"toronto (canada)","ca","other"
2008-03-31,"toronto (canada)","ca","other"
2010-06-10,"toronto (canada)","ca","other"
2004-07-08,"toronto (canada)","ca","other"
2004-07-08,"toronto (canada)","ca","other"
2001-02-18,"toronto (canada)","ca","other"
2005-10-20,"toronto (canada)","ca","other"
2007-10-08,"toronto (canada)","ca","other"
2002-08-16,"toronto (canada)","ca","other"
2012-08-19,"toronto (canada)","ca","other"
2014-02-21,"torquay (uk/england)","gb","other"
2008-06-12,"torquay (uk/england)","gb","other"
2006-05-15,"torrance","us","other"
2007-03-08,"torrance","us","other"
2005-06-20,"torrance","us","other"
2012-08-19,"torrance","us","other"
2007-04-27,"torrington","us","other"
2005-05-11,"townsville (australia)","au","other"
1999-10-19,"tracy","us","other"
2010-07-19,"tracy","us","other"
2011-08-21,"trafford","us","other"
2000-12-02,"trail (canada)","ca","other"
2008-06-12,"tranquility","us","other"
2003-10-07,"traverse city","us","other"
2002-11-04,"traverse city","us","other"
1999-01-28,"traverse city","us","other"
2003-10-15,"trenton","us","other"
2001-08-05,"trenton (canada)","ca","other"
2000-12-02,"trinidad city (trinidad)",NA,"other"
2011-03-23,"tripoli (lebanon)",NA,"other"
2000-12-02,"trochu (near) (canada)","ca","other"
2002-08-16,"trois-rivi&egrave;res (canada)",NA,"other"
1999-08-10,"trona (near&#44 sr-395)","us","other"
2003-10-31,"trotwood","us","other"
2003-12-09,"trotwood","us","other"
2011-08-21,"trout lake","us","other"
2004-04-09,"troy","us","other"
2004-04-09,"troy","us","other"
2006-07-16,"troy","us","other"
2011-08-07,"troy","us","other"
2004-09-01,"troy","us","other"
2005-05-24,"truckee","us","other"
2004-08-11,"truckee","us","other"
1998-11-21,"trumann/jonesboro",NA,"other"
2009-08-27,"trumbull","us","other"
2007-10-08,"truro","us","other"
2012-01-12,"truth or consequences","us","other"
2009-12-12,"tucker","us","other"
1999-01-28,"tucson","us","other"
2013-12-02,"tucson","us","other"
2013-12-02,"tucson","us","other"
2006-12-07,"tucson","us","other"
2006-12-07,"tucson","us","other"
1998-03-07,"tucson","us","other"
2011-01-05,"tucson","us","other"
2014-01-30,"tucson","us","other"
2011-02-18,"tucson","us","other"
2014-02-14,"tucson","us","other"
2000-02-16,"tucson","us","other"
2001-08-05,"tucson","us","other"
2005-07-13,"tucson","us","other"
2005-06-20,"tucson","us","other"
2000-07-11,"tucson","us","other"
2014-03-18,"tucson","us","other"
2009-06-09,"tucson","us","other"
2006-05-15,"tucson","us","other"
2001-10-12,"tucson","us","other"
2003-10-31,"tucson","us","other"
2007-10-08,"tucson","us","other"
2005-10-11,"tucson","us","other"
2008-10-31,"tucson","us","other"
2007-10-08,"tujunga","us","other"
2004-06-18,"tulare/bakersfield",NA,"other"
2010-02-14,"tularosa","us","other"
2008-10-31,"tulsa","us","other"
2012-12-21,"tulsa","us","other"
2012-12-21,"tulsa","us","other"
2013-02-04,"tulsa","us","other"
2010-11-21,"tumwater","us","other"
2003-03-21,"tunkhannock","us","other"
2011-10-10,"tupelo","us","other"
2008-10-31,"tuscaloosa","us","other"
2008-10-31,"tuscaloosa","us","other"
2005-09-02,"tuscaloosa","us","other"
2003-10-31,"tuscumbia/cherokee (between)",NA,"other"
2006-03-11,"tustin","us","other"
2006-05-15,"tustin","us","other"
2009-05-12,"tuxedo (on us hwy 25&#44 between tuxedo and i-26 exit)","us","other"
2003-05-27,"tweed heads (australia)","au","other"
2007-02-01,"twenty nine palms",NA,"other"
1999-01-28,"twenty nine palms",NA,"other"
2002-05-14,"twin falls","us","other"
2004-10-27,"twin falls","us","other"
2014-02-27,"twin lake","us","other"
2008-01-21,"twinning",NA,"other"
2011-03-10,"tyler","us","other"
2009-03-19,"tyler","us","other"
2002-03-19,"tyler","us","other"
2000-01-22,"tyre","us","other"
2013-02-18,"ucon","us","other"
2002-07-30,"uden (netherlands)",NA,"other"
2009-03-19,"uk/england",NA,"other"
2004-01-17,"uk/england",NA,"other"
2004-10-27,"uk/england",NA,"other"
2006-07-16,"uk/england",NA,"other"
2009-08-05,"uk/england",NA,"other"
2009-08-05,"uk/england",NA,"other"
2009-08-27,"uk/england",NA,"other"
2008-01-21,"ukiah","us","other"
2009-03-19,"union","us","other"
2010-11-21,"union city","us","other"
1999-06-23,"union city","us","other"
2003-09-04,"union city","us","other"
2002-07-26,"union city","us","other"
2011-12-12,"uniondale","us","other"
2002-02-22,"unknown",NA,"other"
2014-02-07,"unknown flying @ 39&#44000&amp;quot;",NA,"other"
2010-06-23,"upland","us","other"
2007-08-07,"utopia","us","other"
2012-10-30,"vacaville","us","other"
2011-06-12,"vacaville","us","other"
2007-11-28,"valdosta","us","other"
2007-06-12,"valentine","us","other"
1999-04-26,"valhermoso springs","us","other"
2003-11-26,"valkeala (finland)",NA,"other"
2008-03-31,"vallejo","us","other"
2004-05-04,"valley city","us","other"
2003-02-25,"valley junction","us","other"
2005-05-24,"valley springs","us","other"
2004-07-25,"valley station","us","other"
2003-09-28,"valliant","us","other"
2007-11-28,"van alstyne","us","other"
2003-12-19,"van buren","us","other"
2005-02-22,"van nuys","us","other"
2010-11-21,"vancleave","us","other"
1998-11-01,"vancouver","us","other"
2012-10-30,"vancouver","us","other"
2001-02-18,"vancouver","us","other"
2009-08-05,"vancouver","us","other"
2002-09-19,"vancouver","us","other"
2011-05-12,"vancouver (canada)","ca","other"
2006-12-07,"vancouver (canada)","ca","other"
2001-11-20,"vancouver (canada)","ca","other"
2008-03-04,"vancouver (canada)","ca","other"
2008-06-12,"vancouver (canada)","ca","other"
2004-05-04,"vancouver (canada)","ca","other"
2003-06-10,"vancouver (canada)","ca","other"
2004-07-25,"vancouver (canada)","ca","other"
2012-07-04,"vancouver (canada)","ca","other"
2010-07-19,"vancouver (canada)","ca","other"
2003-10-07,"vancouver (canada)","ca","other"
2005-05-24,"vancouver (maple ridge) (canada)","ca","other"
2002-09-13,"vancouver island (canada)",NA,"other"
2005-12-16,"vanderbilt","us","other"
2002-08-28,"vanderbilt","us","other"
1999-04-26,"vantage (between kittas and vantage)","us","other"
2010-11-21,"varberg (sweden)",NA,"other"
2009-06-09,"various",NA,"other"
1999-01-28,"vashon island",NA,"other"
2000-04-01,"vassalboro","us","other"
2011-03-23,"vegas",NA,"other"
2010-11-21,"venice","us","other"
2011-05-02,"venice","us","other"
2004-07-08,"venice","us","other"
2003-09-24,"venice","us","other"
2008-08-12,"ventnor",NA,"other"
2005-02-22,"ventura","us","other"
2001-02-18,"ventura","us","other"
2003-08-01,"ventura","us","other"
2001-10-12,"ventura","us","other"
2003-07-16,"verdun (canada)","ca","other"
2003-11-08,"vernon (canada)","ca","other"
2004-03-17,"vernon (canada)","ca","other"
2004-04-09,"vernon (canada)","ca","other"
2004-04-27,"vernon (canada)","ca","other"
2004-04-27,"vernon (canada)","ca","other"
2004-06-04,"vernon (canada)","ca","other"
2004-06-04,"vernon (canada)","ca","other"
2004-04-27,"vernon (canada)","ca","other"
2013-08-30,"vernon (canada)","ca","other"
2003-08-28,"vernon (canada)","ca","other"
2003-08-28,"vernon (canada)","ca","other"
2005-10-11,"vernon valley","us","other"
2009-06-09,"vero",NA,"other"
2014-01-30,"vero beach","us","other"
2014-02-07,"vero beach","us","other"
2006-05-15,"verona","us","other"
2004-09-01,"verona","us","other"
2010-11-21,"vicksburg","us","other"
2010-11-21,"vicksburg","us","other"
2013-09-09,"victoria","us","other"
2002-12-23,"victoria (canada)","ca","other"
2007-02-24,"victoria (canada)","ca","other"
2003-02-25,"victoria (canada)","ca","other"
2001-02-18,"victoria (canada)","ca","other"
2003-07-23,"victoria (canada)","ca","other"
2000-12-02,"victoria (canada)","ca","other"
2012-02-10,"vida","us","other"
2012-02-10,"vida","us","other"
2008-06-12,"vienna","us","other"
2009-08-05,"vienna (austria)",NA,"other"
2011-10-10,"viet nam (central)",NA,"other"
2004-12-03,"viet nam (jungles of)",NA,"other"
1999-08-30,"villa rica","us","other"
2003-05-13,"vining","us","other"
2003-09-24,"vining","us","other"
2012-10-30,"vinton/roanoke",NA,"other"
2012-08-05,"viola","us","other"
2009-03-19,"virgie","us","other"
2000-06-06,"virginia","us","other"
2009-03-19,"virginia beach","us","other"
2014-04-04,"virginia beach","us","other"
2012-09-24,"virginia beach","us","other"
2013-09-30,"virginia beach","us","other"
1999-01-28,"virginia city","us","other"
2012-10-30,"visalia","us","other"
2008-01-21,"vista","us","other"
2011-10-10,"volo","us","other"
2001-02-24,"von ormy","us","other"
2002-01-11,"w. rutland",NA,"other"
2004-04-27,"wabash","us","other"
2003-03-04,"wabeno","us","other"
2002-12-23,"waco","us","other"
2002-06-12,"waco","us","other"
2008-07-05,"waco","us","other"
2005-11-03,"wadsworth","us","other"
2001-02-18,"wahiawa","us","other"
2011-08-21,"wailuku","us","other"
2006-12-07,"wakeeney (near; trego county) (e on interstate 70)","us","other"
2014-04-11,"wakefield","us","other"
2000-08-19,"wakefield","us","other"
2004-09-01,"wakefield","us","other"
2004-10-27,"wald (switzerland)",NA,"other"
