"DateTime","city","country","shape"
2012-09-24,"augusta","us","circle"
2004-07-25,"aurora","us","circle"
2012-12-20,"aurora","us","circle"
2012-06-05,"aurora","us","circle"
2013-07-05,"aurora","us","circle"
2012-08-19,"aurora","us","circle"
2011-10-10,"aurora","us","circle"
2003-10-15,"austin","us","circle"
2014-01-10,"austin","us","circle"
2013-02-04,"austin","us","circle"
2014-01-10,"austin","us","circle"
2009-03-19,"austin","us","circle"
1999-01-28,"austin","us","circle"
2006-05-15,"austin","us","circle"
2009-04-14,"austin","us","circle"
2011-05-29,"austin","us","circle"
2001-08-05,"austin","us","circle"
2013-07-03,"austin","us","circle"
2007-08-07,"austin","us","circle"
2007-08-07,"austin","us","circle"
2012-08-19,"austin","us","circle"
2001-02-18,"austin","us","circle"
2009-12-12,"austin (rural)","us","circle"
2013-02-04,"austintown","us","circle"
2013-07-22,"austintown","us","circle"
2005-07-13,"australia",NA,"circle"
2009-08-05,"avalon","us","circle"
2013-11-11,"aventura","us","circle"
2008-03-04,"aviano (italy)",NA,"circle"
2009-08-05,"avoch (uk/scotland)","gb","circle"
2006-07-16,"avon lake","us","circle"
2004-07-08,"avondale","us","circle"
2013-07-14,"aynor","us","circle"
2012-09-24,"aynor","us","circle"
2008-01-21,"azle","us","circle"
1999-10-19,"azle","us","circle"
2007-02-24,"azores (aboard uss albany)",NA,"circle"
2013-12-02,"azusa","us","circle"
2009-03-19,"azusa","us","circle"
2014-05-02,"azuza",NA,"circle"
2001-04-28,"b&uuml;nde (birdwood barracks) (germany)",NA,"circle"
2011-06-27,"babbitt","us","circle"
2012-01-24,"babson park","us","circle"
2012-07-04,"babylon","us","circle"
2000-12-02,"babylon","us","circle"
2004-04-27,"bacolod (philippines)",NA,"circle"
2007-08-14,"baconton","us","circle"
1999-05-24,"bagley","us","circle"
2009-08-05,"baguio (philippines)",NA,"circle"
2001-11-20,"bahamas",NA,"circle"
2004-06-04,"bailey","us","circle"
2007-06-12,"bailey&#39s harbor",NA,"circle"
1998-11-01,"bailey/fairplay (between&#44 off hy 285)",NA,"circle"
2006-02-14,"bairnsdale (victoria&#44 australia)","au","circle"
2004-04-27,"baker lake (rural wa)",NA,"circle"
2007-11-28,"bakersfield","us","circle"
2013-10-03,"bakersfield","us","circle"
2004-01-17,"bakersfield","us","circle"
2003-06-18,"bakersfield","us","circle"
2012-11-19,"bakersfield","us","circle"
2012-11-19,"bakersfield","us","circle"
2002-02-22,"bakersfield","us","circle"
2007-10-08,"bakersfield","us","circle"
2005-10-11,"bakersfield","us","circle"
2008-08-12,"bakersfield","us","circle"
2011-12-12,"bakersfield","us","circle"
2003-07-16,"bakersfield","us","circle"
2004-09-29,"bakersfield","us","circle"
2014-02-27,"balboa island","us","circle"
2011-01-31,"bald knob","us","circle"
2003-11-26,"baldwin","us","circle"
2006-10-30,"baldwin","us","circle"
2008-10-31,"baldwin city","us","circle"
2013-07-03,"baldwinsville","us","circle"
2003-12-19,"baling (malaysia)",NA,"circle"
2009-01-10,"ball ground","us","circle"
2008-02-14,"ballston spa","us","circle"
2012-07-04,"ballwin","us","circle"
2005-07-05,"baltimore","us","circle"
2014-01-10,"baltimore","us","circle"
2002-02-22,"baltimore","us","circle"
2007-02-24,"baltimore",NA,"circle"
2011-04-03,"baltimore","us","circle"
2010-07-10,"baltimore","us","circle"
2013-08-30,"baltimore",NA,"circle"
2012-09-24,"baltimore","us","circle"
2013-06-02,"baltimore (rossville &amp; belair roads)","us","circle"
2001-08-05,"bamberg (germany/bavaria)","de","circle"
2005-09-02,"banbridge (northern ireland)",NA,"circle"
2007-11-28,"bangalore (india)",NA,"circle"
2012-11-19,"bangalore (india)",NA,"circle"
2009-01-10,"bangalore (india)",NA,"circle"
2007-06-12,"bangalore (india)",NA,"circle"
2007-08-07,"bangalore (india)",NA,"circle"
2001-11-20,"bangkok (thailand)",NA,"circle"
2010-11-21,"bar harbor","us","circle"
2011-10-10,"baraboo","us","circle"
2014-01-30,"barbados",NA,"circle"
2014-03-27,"barberton","us","circle"
2014-04-18,"barberton","us","circle"
2013-02-04,"barberton","us","circle"
2012-08-05,"barberton","us","circle"
2012-01-24,"barbourville","us","circle"
2008-08-12,"barcelona (spain)",NA,"circle"
2008-03-04,"bariloche (argentina)",NA,"circle"
2012-08-05,"barmouth (uk/wales)","gb","circle"
2008-10-31,"barnsley (uk/england)","gb","circle"
2003-07-16,"barnsley (uk/england)","gb","circle"
2002-09-19,"barnum","us","circle"
2009-08-05,"barnwell","us","circle"
2007-11-28,"barquisimeto (venezuela)",NA,"circle"
2013-09-09,"barrhaven (canada)",NA,"circle"
2007-11-28,"barrie (canada)","ca","circle"
2013-02-04,"barrie (canada)","ca","circle"
2002-07-26,"barrie (canada)","ca","circle"
2007-10-08,"barrie (canada)","ca","circle"
2013-07-03,"barrington","us","circle"
2005-01-19,"barryton","us","circle"
2001-10-12,"barstow","us","circle"
2002-12-23,"barstow","us","circle"
2008-03-04,"barstow","us","circle"
2012-09-24,"barstow (outside of)",NA,"circle"
2001-08-05,"bartlesville","us","circle"
2008-06-12,"bartlett/memphis",NA,"circle"
2014-01-10,"bartow county (hwy 20; near wilderness camp rd.)","us","circle"
2006-05-15,"basak gate lapu-lapu city&#44cebu (philippines)",NA,"circle"
2012-09-24,"basel (switzerland)",NA,"circle"
2009-03-19,"bassevelde (belgium)",NA,"circle"
2012-10-30,"batavia","us","circle"
2013-05-15,"batavia","us","circle"
2003-07-23,"batavia","us","circle"
2011-10-10,"batavia","us","circle"
2010-06-23,"batchewana bay (canada)",NA,"circle"
2008-08-12,"batesville","us","circle"
2009-01-10,"bath (uk/england)","gb","circle"
2002-11-16,"baton rouge","us","circle"
2007-10-08,"baton rouge","us","circle"
2004-06-04,"baton rouge","us","circle"
2011-06-20,"baton rouge","us","circle"
2004-08-24,"baton rouge","us","circle"
2011-10-10,"battle creek","us","circle"
2010-07-10,"battle creek","us","circle"
2009-08-27,"battle creek","us","circle"
1999-10-19,"battle ground/vancouver",NA,"circle"
2012-05-13,"bay minette","us","circle"
2002-06-12,"bay shore","us","circle"
2011-05-29,"bayamon (puerto rico)",NA,"circle"
2002-04-08,"bayfield","us","circle"
2012-08-19,"bayonne","us","circle"
2006-12-07,"baytown","us","circle"
2010-04-13,"beach park","us","circle"
2006-03-11,"beachwood","us","circle"
2004-12-03,"beale afb",NA,"circle"
1999-09-12,"beale afb (2 mi n of)",NA,"circle"
1999-01-28,"beals","us","circle"
2009-01-10,"bear","us","circle"
2014-01-10,"bear","us","circle"
2012-02-10,"bear creek","us","circle"
1999-01-28,"beardstown","us","circle"
2007-11-28,"bearskin lake (canada)","ca","circle"
2010-05-12,"beaufort","us","circle"
2009-08-05,"beaufort","us","circle"
2006-10-30,"beaufort","us","circle"
2010-11-21,"beaumont","us","circle"
2013-11-11,"beaver","us","circle"
2009-01-10,"beaver","us","circle"
2005-05-11,"beaver dam","us","circle"
2014-03-18,"beaver dam",NA,"circle"
2007-03-08,"beavercreek","us","circle"
2013-09-30,"beavercreek","us","circle"
2009-01-10,"beaverton","us","circle"
2014-03-18,"beaverton","us","circle"
2001-08-05,"beaverton","us","circle"
2012-10-30,"beaverton/tigard",NA,"circle"
2003-10-31,"beckley","us","circle"
2004-03-02,"beckley","us","circle"
2007-10-08,"bedford","us","circle"
2004-12-03,"bedford","us","circle"
2011-12-12,"bedford","us","circle"
2007-10-08,"bedford park","us","circle"
2009-01-10,"bedfordshire (uk/england)","gb","circle"
2002-02-22,"bee branch","us","circle"
2013-08-30,"beech creek","us","circle"
2014-02-07,"beechbottom (oh co. airport rd.)",NA,"circle"
2005-09-15,"beeville","us","circle"
2008-10-31,"beijing (china)",NA,"circle"
2001-12-05,"bel air","us","circle"
2013-05-15,"belair",NA,"circle"
2013-02-04,"belcourt","us","circle"
2005-10-11,"belfair","us","circle"
2013-09-09,"belgium",NA,"circle"
2009-12-12,"belgrade","us","circle"
1998-11-19,"belgrade","us","circle"
2012-01-12,"belgrade","us","circle"
2011-01-05,"belle vernon (westward)","us","circle"
2009-12-12,"belleview","us","circle"
2002-04-08,"belleville","us","circle"
2010-07-10,"belleville","us","circle"
2011-10-10,"belleville","us","circle"
1999-10-19,"bellevue","us","circle"
2001-02-18,"bellevue","us","circle"
2006-02-14,"bellevue","us","circle"
2007-04-27,"bellevue","us","circle"
1999-05-24,"bellevue","us","circle"
2005-05-24,"bellevue","us","circle"
1999-06-23,"bellevue","us","circle"
2013-07-03,"bellevue","us","circle"
2013-07-14,"bellevue","us","circle"
2003-08-28,"bellevue","us","circle"
2003-08-28,"bellevue","us","circle"
2012-11-19,"bellingham","us","circle"
2012-12-20,"bellingham","us","circle"
2005-02-22,"bellingham","us","circle"
2014-04-04,"bellingham","us","circle"
2013-05-15,"bellingham","us","circle"
2007-04-27,"bellingham","us","circle"
2005-09-02,"bellingham","us","circle"
2012-08-19,"bellingham","us","circle"
2013-09-09,"bellingham","us","circle"
2004-04-27,"bellmore","us","circle"
2013-07-03,"bellport","us","circle"
1999-01-28,"bellville","us","circle"
1999-08-30,"belmont","us","circle"
2009-06-09,"belmont","us","circle"
2013-09-09,"beloit township",NA,"circle"
2012-09-24,"belton","us","circle"
2011-12-12,"bemidji","us","circle"
2013-08-30,"bemus point","us","circle"
2000-12-02,"bend","us","circle"
2013-12-02,"bend","us","circle"
2000-12-02,"bend","us","circle"
2013-02-04,"bend","us","circle"
2004-03-28,"bend","us","circle"
2012-06-20,"bend","us","circle"
2010-07-28,"bensenville","us","circle"
2010-11-21,"benton","us","circle"
2014-02-27,"benton","us","circle"
2010-07-06,"benton","us","circle"
2003-09-28,"benton","us","circle"
2012-09-24,"benton","us","circle"
2011-12-12,"berea","us","circle"
2007-04-27,"bergen","us","circle"
2006-10-30,"bergen (norway)",NA,"circle"
2008-10-31,"bergenfield","us","circle"
2010-05-12,"berkeley","us","circle"
2013-04-12,"berkley",NA,"circle"
2011-05-29,"berkley heights",NA,"circle"
2011-12-12,"berlin","us","circle"
2009-06-09,"berlin","us","circle"
2013-07-03,"berlin","us","circle"
2012-09-24,"berlin","us","circle"
2012-08-05,"berlin (germany)","de","circle"
2008-10-31,"berlin (germany)","de","circle"
2001-08-05,"bermuda",NA,"circle"
2011-07-06,"berryville","us","circle"
2011-10-25,"berwyn","us","circle"
2010-07-06,"berwyn","us","circle"
2012-10-30,"bessemer","us","circle"
2011-03-10,"bessemer city","us","circle"
2013-08-30,"bethany beach","us","circle"
2007-11-28,"bethel","us","circle"
2013-04-12,"bethel","us","circle"
2012-04-18,"bethel","us","circle"
2008-10-31,"bethel","us","circle"
2008-10-31,"bethel","us","circle"
2014-01-10,"bethel park","us","circle"
2010-04-13,"bethleham",NA,"circle"
2009-03-19,"bethlehem","us","circle"
2012-04-18,"bethpage","us","circle"
2013-07-14,"bettendorf","us","circle"
2013-09-30,"bettendorf","us","circle"
2006-10-30,"between jackson fla. &amp; atlanta ga.",NA,"circle"
2013-05-15,"beverly","us","circle"
2013-11-11,"beverly hills","us","circle"
2008-10-31,"beverly hills/ los angeles",NA,"circle"
2001-12-05,"bicester&#44 oxfordshire (uk/england)",NA,"circle"
2014-02-14,"biddeford","us","circle"
2013-07-03,"big bay","us","circle"
2012-09-24,"big bear city","us","circle"
2005-09-02,"big bear lake","us","circle"
2002-03-19,"big cypress parks",NA,"circle"
2004-10-27,"big cypress preserve",NA,"circle"
2006-12-07,"big oak valley",NA,"circle"
2011-05-12,"bighorn (municipal district) (canada)",NA,"circle"
2005-01-11,"billerica","us","circle"
2007-06-12,"billings","us","circle"
2001-08-05,"billings","us","circle"
2009-12-12,"biloxi","us","circle"
2006-12-07,"birmingham","us","circle"
2006-12-07,"birmingham","us","circle"
2012-01-12,"birmingham","us","circle"
2004-06-18,"birmingham","us","circle"
2014-02-07,"birmingham (uk/endland)","gb","circle"
2009-08-05,"birmingham (uk/england)","gb","circle"
2007-11-28,"birmingham (uk/england)","gb","circle"
2006-02-14,"birmingham (uk/england)","gb","circle"
2012-06-14,"birmingham (uk/england)","gb","circle"
2005-09-02,"birmingham (uk/england)","gb","circle"
2005-07-05,"birmingham (uk/england)","gb","circle"
2005-10-20,"bishkek (kyrgystan)",NA,"circle"
2009-08-27,"bishops falls (canada)","ca","circle"
2003-03-21,"bishops head","us","circle"
2009-08-05,"bishopstoke (uk/england)","gb","circle"
2009-08-27,"bismarck","us","circle"
2004-08-24,"bismarck","us","circle"
2005-04-16,"bison","us","circle"
2000-12-02,"bixby south",NA,"circle"
2013-11-20,"black canyon city","us","circle"
2000-02-23,"black canyon city","us","circle"
2013-07-14,"black hawk",NA,"circle"
2012-09-24,"black river","us","circle"
2006-07-16,"blackburn&#44 lancashire (uk/england)",NA,"circle"
2011-08-07,"blackduck/bemidji (between)",NA,"circle"
2012-12-20,"blackfoot","us","circle"
2005-04-16,"blackhawk",NA,"circle"
2004-07-25,"blaine","us","circle"
2008-03-04,"blairs","us","circle"
2012-06-08,"blairs","us","circle"
2008-03-04,"blandford forum (uk/england)","gb","circle"
2009-12-12,"bloemfontein (free state)",NA,"circle"
2003-07-16,"bloomfield","us","circle"
2008-03-04,"bloomfield (canada)",NA,"circle"
2012-05-13,"bloomington","us","circle"
2010-05-12,"bloomington","us","circle"
2009-08-05,"bloomington","us","circle"
2000-08-05,"bloomington","us","circle"
2006-10-30,"bloomington","us","circle"
2008-10-31,"bloomsburg","us","circle"
2007-08-07,"blossvale","us","circle"
1999-01-28,"blountville","us","circle"
2004-03-02,"blue bell","us","circle"
2012-10-30,"blue island","us","circle"
2010-06-23,"blue island","us","circle"
2010-08-30,"blue island","us","circle"
2007-02-01,"blue ridge (close to)","us","circle"
2012-08-05,"blue springs","us","circle"
2006-12-07,"bluefield","us","circle"
2010-07-06,"blueridge",NA,"circle"
2010-08-24,"bluff city","us","circle"
2010-07-06,"bluffton",NA,"circle"
2005-07-05,"blyth",NA,"circle"
2011-01-05,"boardman","us","circle"
2003-03-21,"boaz","us","circle"
2014-01-10,"boca raton","us","circle"
2014-04-04,"boca raton","us","circle"
2003-09-04,"boca raton","us","circle"
1999-07-05,"boca raton (military trail)","us","circle"
2014-05-08,"bocholt (germany)","de","circle"
2007-10-08,"bodie (near)","us","circle"
2007-08-07,"boekel (the netherlands)",NA,"circle"
2013-11-11,"boerne","us","circle"
2009-03-19,"boerne texas",NA,"circle"
2006-03-11,"bognor regis (uk/england)","gb","circle"
2003-03-21,"bognor regis (uk/england)","gb","circle"
2014-03-21,"bogota (colombia)",NA,"circle"
2012-05-29,"boise","us","circle"
2012-01-12,"boise","us","circle"
2012-01-12,"boise","us","circle"
2014-01-10,"boise","us","circle"
2014-02-07,"boise","us","circle"
2014-02-21,"boise","us","circle"
2007-04-27,"boise","us","circle"
2014-04-11,"boise","us","circle"
2006-07-16,"boise","us","circle"
2006-10-30,"boise","us","circle"
2000-07-23,"boise","us","circle"
2013-07-05,"boise","us","circle"
2011-08-21,"boise","us","circle"
2009-12-12,"boise","us","circle"
2013-09-30,"boise","us","circle"
2006-02-14,"bokchito","us","circle"
2013-02-04,"boldo","us","circle"
2001-10-12,"bolingbrook","us","circle"
2005-09-15,"boliver",NA,"circle"
2012-09-24,"bolton landing","us","circle"
2012-06-08,"bongaigaon (assam) (india)",NA,"circle"
2001-11-20,"bonita springs","us","circle"
2007-06-12,"bonita springs","us","circle"
2001-10-12,"bonita springs","us","circle"
2013-11-20,"boomer","us","circle"
2001-10-12,"boone","us","circle"
2013-07-22,"booneville","us","circle"
2011-12-12,"boothwyn","us","circle"
2014-01-24,"boracay island (philippines)",NA,"circle"
2006-10-30,"bordentown","us","circle"
2013-02-04,"borehamwood (uk/england)","gb","circle"
2002-04-08,"borger","us","circle"
1999-10-02,"boring","us","circle"
2014-01-30,"boscawen","us","circle"
2011-01-05,"boscobel","us","circle"
1999-01-28,"bossier city","us","circle"
2014-01-10,"bossier city","us","circle"
2007-10-08,"bossier city","us","circle"
2013-12-02,"boston","us","circle"
2001-08-05,"boston","us","circle"
2001-04-01,"boston","us","circle"
2004-08-24,"boston","us","circle"
2004-12-14,"boston (above)","us","circle"
2007-06-12,"boston (uk/england)","gb","circle"
2012-03-13,"bothell","us","circle"
2012-02-10,"bothell","us","circle"
2001-03-06,"bothell","us","circle"
2012-08-05,"bothell","us","circle"
1998-09-26,"bothell (northern sky)","us","circle"
2008-01-21,"boulder","us","circle"
2008-02-14,"boulder","us","circle"
2013-02-18,"boulder","us","circle"
2007-06-12,"boulder","us","circle"
2008-01-21,"boulder (10 miles west)","us","circle"
2011-05-12,"bountiful","us","circle"
2012-11-04,"bourbonnais","us","circle"
2013-07-03,"bourbonnais","us","circle"
2012-10-30,"bourne","us","circle"
2008-10-31,"bournemouth (uk/england)","gb","circle"
2002-11-20,"bowling green","us","circle"
2013-12-02,"bowling green","us","circle"
2009-08-05,"bowling green","us","circle"
2010-06-10,"bowling green","us","circle"
2013-07-14,"bowling green","us","circle"
2012-09-24,"bowling green","us","circle"
2010-11-21,"boyertown","us","circle"
2014-01-10,"boynton beach","us","circle"
2007-04-27,"boynton beach","us","circle"
2014-03-21,"boynton beach","us","circle"
2014-04-04,"boynton beach","us","circle"
2006-05-15,"boynton beach","us","circle"
2012-11-19,"bozeman","us","circle"
2012-11-19,"bozeman","us","circle"
2014-02-14,"bozeman","us","circle"
2013-09-09,"bozrah",NA,"circle"
2002-12-23,"brabrand (denmark)",NA,"circle"
2009-01-10,"bracknell (uk/england)","gb","circle"
2002-08-16,"bradenton","us","circle"
2002-08-16,"bradenton","us","circle"
2012-08-05,"bradenton","us","circle"
2012-06-20,"bradenton (northeast area of)","us","circle"
2013-05-15,"bradenton/sarasota",NA,"circle"
2003-06-03,"bradford","us","circle"
2013-02-04,"bradford (uk/england)","gb","circle"
2012-01-24,"bradford (west yorkshire) (uk/england)","gb","circle"
2012-01-24,"bradford (west yorkshire) (uk/england)","gb","circle"
2013-02-28,"bradford (west yorkshire) (uk/england)","gb","circle"
2010-11-21,"bradford (west yorkshire) (uk/england)","gb","circle"
2009-06-09,"bradley beach","us","circle"
2003-05-09,"brady","us","circle"
2008-03-31,"brainerd","us","circle"
1999-04-02,"brainerd (near)","us","circle"
2008-03-04,"braintree",NA,"circle"
2008-03-04,"braintree",NA,"circle"
2003-10-31,"bramptom",NA,"circle"
2000-12-02,"brampton (canada)","ca","circle"
2004-03-23,"brampton (canada)","ca","circle"
2005-05-11,"brampton (canada)","ca","circle"
2007-06-12,"brampton (canada)","ca","circle"
2008-01-21,"brampton (canada)","ca","circle"
2005-02-22,"branchville","us","circle"
1999-11-30,"branchville","us","circle"
2013-08-30,"brandenton beach",NA,"circle"
2013-11-11,"brandon","us","circle"
2013-12-02,"brandon",NA,"circle"
2014-03-18,"brandon","us","circle"
2009-08-05,"brandon","us","circle"
2011-08-07,"brandon","us","circle"
2009-08-05,"branson","us","circle"
2002-06-12,"brantford (canada)","ca","circle"
2009-08-27,"brantford (canada)","ca","circle"
2011-10-10,"brantford (canada)","ca","circle"
2003-07-16,"brasilia (brazil)",NA,"circle"
2012-02-03,"brattleboro","us","circle"
2012-03-13,"brattleboro","us","circle"
2007-02-01,"brawley","us","circle"
2005-10-20,"brazil","us","circle"
2012-10-30,"brazil","us","circle"
2003-12-19,"brazil","us","circle"
2001-08-05,"brea","us","circle"
2010-11-21,"breaux bridge","us","circle"
2013-12-23,"brecksville","us","circle"
2007-02-01,"brecksville","us","circle"
2013-08-30,"bredenbury (canada)","ca","circle"
2011-08-07,"bremerton","us","circle"
2012-01-24,"bremerton","us","circle"
2009-01-10,"bremerton","us","circle"
1999-05-24,"bremerton","us","circle"
2007-04-27,"bremerton","us","circle"
2007-04-27,"bremerton","us","circle"
2004-06-23,"bremerton","us","circle"
2006-10-30,"bremerton","us","circle"
2002-01-11,"bremerton","us","circle"
2010-07-19,"bremerton","us","circle"
2012-08-05,"bremerton","us","circle"
2013-07-14,"bremerton","us","circle"
2001-10-12,"bremerton","us","circle"
2011-10-10,"bremerton","us","circle"
2012-11-19,"bremerton","us","circle"
2014-01-10,"brenda","us","circle"
2011-12-12,"brentwood","us","circle"
2014-03-27,"brentwood","us","circle"
2007-04-27,"brentwood","us","circle"
2002-07-01,"brevard","us","circle"
2008-02-14,"briarwood (queens)",NA,"circle"
2010-11-21,"brick",NA,"circle"
2013-12-02,"brick",NA,"circle"
2011-12-12,"brick",NA,"circle"
2013-05-15,"brick",NA,"circle"
2012-06-05,"brick",NA,"circle"
2012-08-05,"brick",NA,"circle"
2011-10-10,"brick",NA,"circle"
2003-06-18,"bridgend (7 miles outside cardiff) (uk/wales)","gb","circle"
2012-10-30,"bridgeport","us","circle"
2008-10-31,"bridgeport","us","circle"
2007-06-12,"bridgeport","us","circle"
2002-05-14,"bridgeport",NA,"circle"
2004-04-27,"bridgeport","us","circle"
2011-07-04,"bridgeport","us","circle"
2012-07-04,"bridgeport","us","circle"
2003-03-21,"bridgeport","us","circle"
2006-10-30,"bridgeport","us","circle"
2010-08-24,"bridgeport","us","circle"
2000-08-19,"bridgeport","us","circle"
2012-09-24,"bridgeport","us","circle"
1999-10-19,"bridgeport/stamford",NA,"circle"
2004-04-27,"bridgeton","us","circle"
2013-12-02,"bridgewater","us","circle"
2006-02-14,"bridgewater",NA,"circle"
2003-12-19,"bridgewater (canada)","ca","circle"
2009-08-05,"brigham city","us","circle"
2002-10-28,"brighton","us","circle"
2005-05-24,"brighton","us","circle"
2010-08-30,"brighton","us","circle"
2005-12-16,"brighton (uk/england)","gb","circle"
2007-02-01,"brightwood","us","circle"
2005-09-02,"brightwood","us","circle"
2013-02-04,"brimfield","us","circle"
2011-12-12,"brinnon","us","circle"
2009-08-05,"brinnon","us","circle"
2009-12-12,"brinnon","us","circle"
2011-12-17,"brisbane (australia)","au","circle"
2014-03-18,"brisbane (australia)","au","circle"
2007-10-08,"brisbane (australia)","au","circle"
2006-10-30,"brisbane (australia)","au","circle"
2004-12-03,"brisbane (qld&#44 australia)","au","circle"
2001-08-05,"brisbane (qld&#44 australia)","au","circle"
2005-05-24,"brisbane (qld&#44 australia)","au","circle"
2013-12-23,"bristol","us","circle"
2012-08-05,"bristol","us","circle"
2013-08-30,"bristol","us","circle"
2013-09-09,"bristol","us","circle"
2009-06-09,"bristol (uk/england)","gb","circle"
2010-05-12,"broadview heights","us","circle"
2006-05-15,"brockville (outside of&#44 before exit 687) (canada)","ca","circle"
2012-05-29,"broken arrow","us","circle"
2010-02-14,"bromsgrove (uk/england)","gb","circle"
2005-10-11,"brook park","us","circle"
2005-09-02,"brook park","us","circle"
2010-07-19,"brookfield","us","circle"
2010-11-21,"brookfield","us","circle"
2010-11-21,"brookfield","us","circle"
2012-01-12,"brookhaven","us","circle"
2009-12-12,"brookhaven hamlet",NA,"circle"
2010-11-21,"brookings","us","circle"
2004-07-08,"brookings","us","circle"
2011-08-07,"brookings (near)","us","circle"
2004-11-09,"brooks","us","circle"
2013-12-05,"broome (australia)","au","circle"
2013-07-14,"broomfiled- standley lake",NA,"circle"
2008-03-04,"broward county",NA,"circle"
2004-01-22,"brown city","us","circle"
2007-11-28,"browns mills","us","circle"
2010-11-21,"browns summit","us","circle"
2013-11-11,"brownsville","us","circle"
2001-03-16,"brownsville","us","circle"
2000-12-02,"brownsville","us","circle"
2005-02-22,"brownsville","us","circle"
2014-01-16,"brownsville","us","circle"
2010-05-12,"brownsville","us","circle"
2004-04-27,"brownville","us","circle"
2013-07-03,"bruce beach (canada)",NA,"circle"
2007-11-28,"brule","us","circle"
2014-04-24,"brumunddal (norway)",NA,"circle"
2003-11-26,"brunswick","us","circle"
2009-03-19,"brunswick","us","circle"
2006-05-15,"brunswick","us","circle"
2002-08-16,"brunswick","us","circle"
2000-01-22,"bryant","us","circle"
2003-11-26,"buchanan","us","circle"
2013-08-30,"bucharest (romania)",NA,"circle"
2008-03-31,"buckeye","us","circle"
2012-09-24,"buckeye","us","circle"
1999-05-24,"buckfastleigh&#44 devon (uk/england)",NA,"circle"
2009-01-10,"buckhannon","us","circle"
2003-02-11,"budapest (hungary)",NA,"circle"
2004-01-31,"budapest (hungary)",NA,"circle"
2001-08-05,"buehler (switzerland)",NA,"circle"
2004-06-04,"buenos aires (argentina)",NA,"circle"
2011-05-02,"buffalo","us","circle"
2007-08-07,"buffalo","us","circle"
2004-08-24,"buffalo","us","circle"
2008-10-31,"buffalo","us","circle"
2007-08-07,"buffalo","us","circle"
2011-10-10,"buffalo","us","circle"
2000-02-23,"buffalo/amherst",NA,"circle"
2013-07-03,"buford","us","circle"
2013-11-20,"buhl","us","circle"
2010-07-19,"bulgaria",NA,"circle"
2013-02-04,"bullhead city","us","circle"
2001-02-18,"bullskin",NA,"circle"
2009-01-10,"bumpass","us","circle"
2001-01-03,"bundaverg (australia)",NA,"circle"
2011-10-10,"bunn","us","circle"
2013-11-11,"bunnell/palm coast",NA,"circle"
2010-02-14,"burbage&#44 leicestershire (uk/england)",NA,"circle"
2008-01-21,"burbank","us","circle"
2010-08-24,"burbank","us","circle"
2010-08-24,"burbank","us","circle"
2004-08-24,"burbank (10-20 mins flight to)","us","circle"
2013-07-03,"burgaw","us","circle"
2012-08-05,"burien (seattle)","us","circle"
2007-04-27,"burke","us","circle"
2000-12-02,"burks falls (canada)","ca","circle"
2012-08-05,"burleson","us","circle"
2003-12-19,"burleson","us","circle"
2005-06-20,"burley","us","circle"
2012-11-04,"burlington","us","circle"
2009-03-19,"burlington","us","circle"
2000-12-09,"burlington","us","circle"
2013-12-02,"burlington","us","circle"
2007-02-01,"burlington","us","circle"
1999-01-28,"burlington","us","circle"
2014-04-24,"burlington","us","circle"
2009-08-27,"burlington","us","circle"
2013-06-02,"burlington","us","circle"
2013-07-03,"burlington","us","circle"
2005-09-02,"burlington (canada)","ca","circle"
2012-08-19,"burlington (canada)","ca","circle"
2012-08-19,"burlington (canada)","ca","circle"
2003-06-10,"burney","us","circle"
2013-11-11,"burns","us","circle"
2010-04-13,"burnside","us","circle"
2014-03-27,"burnstown (canada)",NA,"circle"
2012-12-20,"burnsville","us","circle"
2012-12-20,"burnsville","us","circle"
2012-11-19,"burnsville","us","circle"
2014-04-11,"burnsville","us","circle"
2011-06-03,"burnsville","us","circle"
2009-08-27,"burr ridge","us","circle"
2009-12-12,"burt","us","circle"
2011-12-12,"burton","us","circle"
2011-10-10,"burton","us","circle"
2004-03-09,"burton dassett (uk/england)",NA,"circle"
2012-08-05,"burton on trent (uk/england)",NA,"circle"
2009-01-10,"burton-in-kendal (uk/england)",NA,"circle"
2001-04-28,"burtonsville","us","circle"
2002-04-25,"bushkill","us","circle"
2008-06-12,"butler","us","circle"
2003-03-21,"butler","us","circle"
2003-07-16,"butler","us","circle"
2012-08-19,"butte","us","circle"
2002-04-25,"byram","us","circle"
2014-05-08,"byron","us","circle"
2002-07-26,"c&quot;an picafort (majorca) (spain)",NA,"circle"
2009-01-10,"cabo rojo (puerto rico)",NA,"circle"
2008-10-31,"cabo rojo (puerto rico)",NA,"circle"
2006-05-15,"cabo san lucas (mexico)",NA,"circle"
2007-03-08,"cabool","us","circle"
2006-03-11,"cabool","us","circle"
2011-10-10,"cabot/lonoke",NA,"circle"
2007-10-08,"cadillac","us","circle"
2013-07-14,"cadiz","us","circle"
2004-07-25,"cadiz","us","circle"
2002-10-15,"cagayan de oro city (philippines)",NA,"circle"
2001-08-05,"caicara (venezuela)",NA,"circle"
2000-01-22,"cairo","us","circle"
2008-01-21,"cairo","us","circle"
2004-08-24,"cairo","us","circle"
2014-04-11,"cairo (egypt)",NA,"circle"
2014-01-10,"calabasas","us","circle"
2012-02-03,"calabash","us","circle"
2001-10-12,"calahonda (spain)",NA,"circle"
2009-05-12,"calcutta","us","circle"
2014-01-10,"caldwell","us","circle"
